name,date,total_pop,median_age,male_perc,female_perc,white_perc,black_perc,asian_perc,other_perc,employed_perc,unemployed_perc,income_below_poverty_perc,income_median,income_mean,k_12_perc,college_undergrad_perc,total_pop_above_25_w_bach_degree_perc,stem_degree_perc,stem_related_degree_perc,business_degree_perc,education_degree_perc,humanities_degree_perc,healthInsured_perc,mean_travel_work,occupied_housing_units,owned_housing_units,rented_housing_units,life_expectancy,total_enrolled_SNAP,asian_SNAP_enrollment_perc,black_SNAP_enrollment_perc,other_SNAP_enrollment_perc,white_SNAP_enrollment_perc,hdi_index,num_households,single_parent_households,mobile_home_households,no_HS_diploma_households,no_vehicle_households,limited_english_households,eviction_filings,eviction_rate_perc,hl_binge_drinking_prev,hl_high_blood_pressure_prev,hl_cancer_prev,hl_asthma_prev,hl_heart_disease_prev,hl_doctor_visits_prev,hl_smoking_prev,hl_dentist_visits_prev,hl_kidney_disease_prev,hl_poor_mental_health_prev,hl_obesity_prev,hl_poor_sleep_prev,hl_stroke_prev,hs_subsidized_units,hl_VA_health_coverage,hl_public_coverage,hl_medicare_coverage,hl_private_coverage,inc_no_internet_households,inc_internet_households,hs_median_rent,acs_SNAP_household_total,acs_SNAP_household_white,acs_SNAP_household_black,acs_SNAP_household_Asian
t3026007,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026007,2018,4883.0,35.0,49.0,51.0,79.0,16.0,3.0,1.0,76.0,1.0,8.0,69384.0,130261.0,71.0,16.0,1835.0,35.0,5.0,26.0,14.0,20.0,95.0,21.0,2080.0,1100.0,980.0,84.0,1744.0,,70.0,6.0,23.0,7.21,2080.0,63.0,7.0,71.0,84.0,50.0,22.0,36.0,,,,,,,,,,,,,,59.0,46.0,654.0,663.0,3896.0,360.0,4475.0,1131.0,111.0,56.0,55.0,0.0
t3026007,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026013,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026013,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026013,2018,4561.0,42.0,52.0,48.0,90.0,0.0,8.0,1.0,74.0,1.0,1.0,115200.0,151245.0,71.0,18.0,2052.0,37.0,10.0,23.0,11.0,19.0,99.0,22.0,1619.0,1584.0,35.0,83.0,421.0,,43.0,,56.0,7.67,1619.0,65.0,0.0,46.0,0.0,19.0,,,,,,,,,,,,,,,,3.0,61.0,253.0,454.0,4227.0,83.0,4446.0,2125.0,0.0,0.0,0.0,0.0
t3026013,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026014,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026014,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026014,2018,5146.0,43.0,47.0,53.0,87.0,4.0,5.0,1.0,70.0,2.0,2.0,123000.0,135595.0,70.0,13.0,2348.0,32.0,10.0,25.0,13.0,19.0,100.0,26.0,1973.0,1803.0,170.0,81.0,676.0,,40.0,3.0,56.0,7.06,1973.0,75.0,17.0,65.0,18.0,25.0,,,,,,,,,,,,,,,,67.0,67.0,381.0,612.0,4710.0,209.0,4916.0,1179.0,18.0,18.0,0.0,0.0
t3026014,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026015,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026015,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026015,2018,5355.0,43.0,45.0,55.0,84.0,4.0,8.0,1.0,71.0,2.0,5.0,113409.0,145448.0,70.0,23.0,2390.0,41.0,9.0,19.0,11.0,20.0,99.0,24.0,2076.0,1728.0,348.0,81.0,1343.0,,44.0,29.0,25.0,7.34,2076.0,180.0,0.0,52.0,0.0,62.0,13.0,31.0,,,,,,,,,,,,,,7.0,30.0,374.0,734.0,4917.0,159.0,5196.0,1283.0,69.0,52.0,0.0,17.0
t3026015,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026016,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026016,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026016,2018,7043.0,42.0,49.0,51.0,81.0,9.0,8.0,1.0,73.0,2.0,1.0,108227.0,145620.0,73.0,20.0,3150.0,28.0,9.0,27.0,13.0,24.0,98.0,23.0,2827.0,2322.0,505.0,85.0,2085.0,2.0,66.0,10.0,20.0,7.59,2827.0,52.0,0.0,241.0,60.0,74.0,,,,,,,,,,,,,,,,34.0,121.0,929.0,943.0,5936.0,826.0,6188.0,1236.0,72.0,72.0,0.0,0.0
t3026016,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026018,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026018,2018,7420.0,42.0,52.0,48.0,73.0,0.0,21.0,0.0,72.0,1.0,2.0,142202.0,192865.0,65.0,17.0,3530.0,44.0,6.0,26.0,7.0,16.0,99.0,28.0,2640.0,2449.0,191.0,87.0,742.0,,66.0,,33.0,8.87,2640.0,141.0,0.0,41.0,31.0,76.0,,,,,,,,,,,,,,,,4.0,31.0,475.0,952.0,6852.0,260.0,7155.0,1905.0,0.0,0.0,0.0,0.0
t3026018,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026019,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026019,2018,6114.0,32.0,54.0,46.0,49.0,12.0,30.0,5.0,73.0,3.0,11.0,72357.0,87072.0,69.0,6.0,2592.0,53.0,9.0,11.0,11.0,16.0,95.0,21.0,2394.0,234.0,2160.0,84.0,2585.0,,70.0,9.0,20.0,5.87,2394.0,270.0,0.0,479.0,189.0,586.0,39.0,38.0,,,,,,,,,,,,,,66.0,0.0,672.0,173.0,5083.0,726.0,5331.0,1248.0,124.0,63.0,12.0,0.0
t3026019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026020,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026020,2018,5052.0,36.0,47.0,53.0,68.0,23.0,6.0,2.0,63.0,5.0,13.0,69972.0,104652.0,64.0,6.0,1937.0,36.0,10.0,19.0,12.0,23.0,99.0,22.0,2195.0,1073.0,1122.0,80.0,5332.0,2.0,89.0,0.0,7.0,6.95,2195.0,104.0,30.0,302.0,356.0,177.0,,,,,,,,,,,,,,,,212.0,117.0,1169.0,1059.0,3774.0,778.0,4240.0,1121.0,238.0,13.0,225.0,0.0
t3026020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026021,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026021,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026021,2018,4132.0,45.0,49.0,51.0,89.0,1.0,7.0,1.0,70.0,2.0,2.0,138088.0,197045.0,79.0,9.0,2075.0,39.0,6.0,29.0,13.0,13.0,98.0,25.0,1630.0,1457.0,173.0,81.0,225.0,,21.0,,78.0,7.85,1630.0,70.0,0.0,44.0,76.0,0.0,,,,,,,,,,,,,,,,3.0,78.0,239.0,465.0,3798.0,197.0,3908.0,1544.0,7.0,7.0,0.0,0.0
t3026021,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026022,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026022,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026022,2018,7234.0,41.0,52.0,48.0,82.0,1.0,17.0,0.0,72.0,2.0,1.0,162917.0,201937.0,71.0,13.0,3455.0,39.0,8.0,28.0,6.0,19.0,95.0,23.0,2348.0,2198.0,150.0,81.0,237.0,20.0,,,79.0,8.28,2348.0,103.0,0.0,23.0,0.0,100.0,,,,,,,,,,,,,,,,3.0,46.0,316.0,629.0,6470.0,192.0,7042.0,2117.0,15.0,15.0,0.0,0.0
t3026022,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026101,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026101,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026101,2018,3409.0,47.0,45.0,55.0,88.0,7.0,1.0,0.0,63.0,1.0,12.0,100724.0,145547.0,72.0,13.0,1389.0,36.0,9.0,24.0,11.0,20.0,100.0,20.0,1279.0,1184.0,95.0,83.0,651.0,,63.0,,36.0,7.28,1279.0,63.0,0.0,89.0,23.0,12.0,,,,,,,,,,,,,,,,18.0,75.0,580.0,684.0,2671.0,201.0,3079.0,1754.0,50.0,27.0,23.0,0.0
t3026101,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026103,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026103,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026103,2018,2790.0,47.0,47.0,53.0,86.0,2.0,7.0,0.0,66.0,4.0,1.0,91698.0,113846.0,65.0,30.0,1031.0,28.0,5.0,24.0,7.0,36.0,99.0,19.0,1152.0,1037.0,115.0,83.0,504.0,,44.0,,55.0,7.36,1152.0,65.0,0.0,27.0,19.0,11.0,,,,,,,,,,,,,,,,2.0,76.0,226.0,577.0,2493.0,179.0,2597.0,1508.0,31.0,31.0,0.0,0.0
t3026103,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026104,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026104,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026104,2018,4235.0,39.0,43.0,57.0,70.0,24.0,5.0,1.0,76.0,1.0,3.0,69667.0,89602.0,59.0,28.0,1831.0,32.0,7.0,28.0,6.0,28.0,99.0,22.0,2265.0,1178.0,1087.0,86.0,1890.0,,63.0,1.0,35.0,7.3,2265.0,260.0,0.0,118.0,37.0,86.0,22.0,45.0,,,,,,,,,,,,,,68.0,42.0,661.0,815.0,3488.0,294.0,3941.0,1229.0,63.0,36.0,27.0,0.0
t3026104,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026201,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026201,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026201,2018,3434.0,44.0,51.0,50.0,95.0,2.0,0.0,1.0,64.0,3.0,2.0,108603.0,137074.0,81.0,8.0,1502.0,42.0,6.0,21.0,10.0,21.0,93.0,22.0,1198.0,1038.0,160.0,85.0,186.0,,,,100.0,7.9,1198.0,90.0,29.0,32.0,8.0,8.0,,,,,,,,,,,,,,,,-1.0,57.0,260.0,508.0,2912.0,174.0,3255.0,2061.0,23.0,10.0,0.0,0.0
t3026201,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026202,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026202,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026202,2018,2828.0,49.0,46.0,54.0,93.0,2.0,1.0,0.0,63.0,1.0,2.0,106250.0,145443.0,81.0,10.0,1073.0,42.0,9.0,21.0,9.0,19.0,98.0,23.0,1159.0,1058.0,101.0,83.0,86.0,,,,100.0,7.74,1159.0,38.0,0.0,36.0,76.0,18.0,,,,,,,,,,,,,,,,1.0,62.0,232.0,595.0,2548.0,131.0,2675.0,1756.0,7.0,7.0,0.0,0.0
t3026202,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026205,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026205,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026205,2018,3268.0,44.0,44.0,56.0,95.0,0.0,1.0,2.0,71.0,1.0,4.0,103250.0,129459.0,76.0,10.0,1302.0,31.0,3.0,30.0,10.0,25.0,98.0,22.0,1266.0,1161.0,105.0,82.0,165.0,,8.0,,91.0,7.36,1266.0,58.0,0.0,91.0,29.0,0.0,,,,,,,,,,,,,,,,31.0,66.0,367.0,506.0,2780.0,65.0,3190.0,708.0,28.0,28.0,0.0,0.0
t3026205,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026206,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026206,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026206,2018,3454.0,52.0,47.0,53.0,95.0,0.0,3.0,0.0,61.0,1.0,5.0,97292.0,131296.0,72.0,15.0,1566.0,38.0,9.0,19.0,12.0,21.0,99.0,24.0,1553.0,1051.0,502.0,82.0,942.0,,,,100.0,7.29,1553.0,76.0,0.0,63.0,281.0,152.0,,,,,,,,,,,,,,,,83.0,58.0,343.0,966.0,2958.0,325.0,3122.0,674.0,109.0,109.0,0.0,0.0
t3026206,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026207,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026207,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026207,2018,3833.0,44.0,49.0,51.0,90.0,5.0,2.0,0.0,67.0,3.0,7.0,68000.0,97139.0,77.0,8.0,1507.0,35.0,6.0,19.0,16.0,24.0,98.0,25.0,1751.0,1110.0,641.0,85.0,2029.0,3.0,43.0,8.0,45.0,7.22,1751.0,74.0,0.0,85.0,44.0,66.0,21.0,29.0,,,,,,,,,,,,,,131.0,91.0,295.0,718.0,3344.0,282.0,3544.0,958.0,104.0,92.0,12.0,0.0
t3026207,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026208,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026208,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026208,2018,3101.0,46.0,52.0,48.0,87.0,2.0,4.0,1.0,65.0,3.0,2.0,93017.0,116760.0,66.0,17.0,1253.0,31.0,11.0,25.0,14.0,20.0,100.0,23.0,1205.0,1067.0,138.0,84.0,263.0,,,,100.0,7.27,1205.0,60.0,0.0,22.0,10.0,13.0,,,,,,,,,,,,,,,,1.0,60.0,229.0,605.0,2720.0,126.0,2836.0,1469.0,18.0,18.0,0.0,0.0
t3026208,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026301,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026301,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026301,2018,3804.0,45.0,51.0,49.0,94.0,1.0,4.0,1.0,64.0,1.0,5.0,100417.0,197170.0,73.0,10.0,1848.0,37.0,5.0,25.0,9.0,24.0,98.0,24.0,1612.0,933.0,679.0,80.0,,,,,,8.19,1612.0,65.0,19.0,55.0,163.0,12.0,14.0,36.0,,,,,,,,,,,,,,-1.0,47.0,256.0,766.0,3359.0,282.0,3405.0,1307.0,29.0,29.0,0.0,0.0
t3026301,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026302,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026302,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026302,2018,3401.0,48.0,49.0,51.0,97.0,1.0,1.0,0.0,63.0,3.0,4.0,109194.0,154278.0,76.0,3.0,1549.0,32.0,6.0,23.0,15.0,24.0,98.0,22.0,1352.0,1273.0,79.0,83.0,221.0,,,,100.0,7.84,1352.0,58.0,0.0,19.0,17.0,0.0,,,,,,,,,,,,,,,,1.0,42.0,305.0,653.0,3030.0,96.0,3287.0,1909.0,10.0,10.0,0.0,0.0
t3026302,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026402,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026402,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026402,2018,6281.0,35.0,51.0,49.0,75.0,10.0,12.0,0.0,70.0,4.0,6.0,55518.0,72549.0,44.0,31.0,2566.0,43.0,8.0,13.0,14.0,22.0,96.0,23.0,3299.0,1739.0,1560.0,80.0,2885.0,,41.0,10.0,48.0,6.37,3299.0,136.0,0.0,175.0,103.0,72.0,14.0,36.0,,,,,,,,,,,,,,74.0,152.0,669.0,1215.0,5249.0,391.0,5881.0,1124.0,162.0,109.0,0.0,23.0
t3026402,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026403,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026403,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026403,2018,3297.0,45.0,48.0,52.0,78.0,8.0,12.0,2.0,61.0,5.0,8.0,62679.0,85515.0,71.0,14.0,1399.0,40.0,6.0,23.0,8.0,23.0,96.0,23.0,1716.0,663.0,1053.0,83.0,1702.0,,63.0,1.0,35.0,6.9,1716.0,87.0,0.0,36.0,138.0,128.0,15.0,20.0,,,,,,,,,,,,,,88.0,99.0,442.0,830.0,2683.0,361.0,2887.0,1270.0,92.0,44.0,48.0,0.0
t3026403,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026404,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026404,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026404,2018,5411.0,48.0,48.0,52.0,94.0,2.0,2.0,1.0,68.0,3.0,3.0,119387.0,170467.0,68.0,10.0,2843.0,43.0,4.0,22.0,10.0,22.0,99.0,23.0,2305.0,1580.0,725.0,,362.0,,43.0,,56.0,,2305.0,112.0,0.0,84.0,39.0,0.0,,,,,,,,,,,,,,,,3.0,95.0,579.0,1254.0,4741.0,376.0,5012.0,1414.0,57.0,31.0,0.0,0.0
t3026404,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026505,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026505,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026505,2018,3570.0,45.0,51.0,49.0,86.0,5.0,6.0,0.0,67.0,3.0,3.0,95225.0,120051.0,73.0,15.0,1561.0,39.0,9.0,21.0,13.0,18.0,98.0,25.0,1449.0,1061.0,388.0,86.0,343.0,,,6.0,93.0,7.75,1449.0,32.0,0.0,28.0,65.0,22.0,,,22.7,23.4,7.1,7.2,4.2,70.2,11.6,82.1,2.3,8.2,22.9,26.4,2.1,-1.0,42.0,424.0,766.0,3056.0,126.0,3439.0,1345.0,27.0,27.0,0.0,0.0
t3026505,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026507,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026507,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026507,2018,4888.0,38.0,46.0,54.0,88.0,2.0,7.0,0.0,78.0,1.0,1.0,72143.0,100937.0,75.0,13.0,1914.0,35.0,10.0,27.0,8.0,20.0,94.0,20.0,2188.0,1142.0,1046.0,85.0,2780.0,,44.0,13.0,42.0,7.22,2188.0,13.0,16.0,43.0,193.0,36.0,14.0,43.0,22.6,23.0,6.6,7.4,4.3,69.0,12.5,78.6,2.4,8.9,23.7,27.3,2.2,129.0,76.0,484.0,822.0,4091.0,325.0,4511.0,1240.0,69.0,63.0,0.0,6.0
t3026507,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026508,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026508,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026508,2018,4734.0,49.0,46.0,54.0,93.0,3.0,2.0,1.0,70.0,3.0,7.0,96905.0,137101.0,73.0,14.0,2203.0,40.0,8.0,23.0,14.0,15.0,100.0,26.0,2076.0,1637.0,439.0,81.0,307.0,,39.0,3.0,56.0,7.17,2076.0,151.0,0.0,53.0,53.0,29.0,16.0,31.0,21.9,24.3,7.7,7.1,4.7,70.9,10.8,81.6,2.5,7.9,22.5,25.9,2.3,2.0,73.0,353.0,1035.0,4292.0,507.0,4124.0,1406.0,54.0,37.0,0.0,0.0
t3026508,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026509,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026509,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026509,2018,4518.0,45.0,47.0,53.0,91.0,3.0,1.0,2.0,74.0,1.0,2.0,127422.0,143622.0,73.0,18.0,2093.0,34.0,10.0,25.0,16.0,16.0,98.0,25.0,1745.0,1688.0,57.0,85.0,199.0,,,,100.0,7.96,1745.0,47.0,0.0,35.0,8.0,31.0,,,24.5,20.8,6.2,7.1,3.4,69.0,10.5,83.3,2.0,7.9,22.4,26.4,1.8,1.0,79.0,216.0,597.0,4218.0,54.0,4449.0,1647.0,17.0,17.0,0.0,0.0
t3026509,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026510,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026510,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
