name,date,total_pop,median_age,male_perc,female_perc,white_perc,black_perc,asian_perc,other_perc,employed_perc,unemployed_perc,income_below_poverty_perc,income_median,income_mean,k_12_perc,college_undergrad_perc,total_pop_above_25_w_bach_degree_perc,stem_degree_perc,stem_related_degree_perc,business_degree_perc,education_degree_perc,humanities_degree_perc,healthInsured_perc,mean_travel_work,occupied_housing_units,owned_housing_units,rented_housing_units,life_expectancy,total_enrolled_SNAP,asian_SNAP_enrollment_perc,black_SNAP_enrollment_perc,other_SNAP_enrollment_perc,white_SNAP_enrollment_perc,hdi_index,num_households,single_parent_households,mobile_home_households,no_HS_diploma_households,no_vehicle_households,limited_english_households,eviction_filings,eviction_rate_perc,hl_binge_drinking_prev,hl_high_blood_pressure_prev,hl_cancer_prev,hl_asthma_prev,hl_heart_disease_prev,hl_doctor_visits_prev,hl_smoking_prev,hl_dentist_visits_prev,hl_kidney_disease_prev,hl_poor_mental_health_prev,hl_obesity_prev,hl_poor_sleep_prev,hl_stroke_prev,hs_subsidized_units,hl_VA_health_coverage,hl_public_coverage,hl_medicare_coverage,hl_private_coverage,inc_no_internet_households,inc_internet_households,hs_median_rent,acs_SNAP_household_total,acs_SNAP_household_white,acs_SNAP_household_black,acs_SNAP_household_Asian
t3022801,2018,2102.0,45.0,49.0,51.0,90.0,0.0,4.0,0.0,69.0,3.0,3.0,124946.0,166052.0,68.0,10.0,1091.0,45.0,7.0,13.0,7.0,28.0,100.0,24.0,799.0,769.0,30.0,87.0,83.0,,,,100.0,8.88,799.0,16.0,0.0,31.0,22.0,12.0,,,,,,,,,,,,,,,,-1.0,22.0,274.0,359.0,1813.0,122.0,1970.0,1775.0,25.0,25.0,0.0,0.0
t3022801,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022802,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022802,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022802,2018,3453.0,32.0,43.0,57.0,86.0,4.0,5.0,5.0,75.0,1.0,11.0,52368.0,79324.0,43.0,35.0,1742.0,50.0,7.0,14.0,2.0,27.0,95.0,22.0,1932.0,449.0,1483.0,82.0,1943.0,,27.0,6.0,65.0,6.57,1932.0,30.0,0.0,64.0,329.0,338.0,10.0,20.0,,,,,,,,,,,,,,183.0,0.0,373.0,547.0,2653.0,546.0,2899.0,971.0,209.0,193.0,16.0,0.0
t3022802,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022901,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3022901,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022901,2018,4982.0,38.0,48.0,52.0,88.0,4.0,5.0,2.0,73.0,3.0,9.0,75233.0,100798.0,63.0,16.0,2596.0,37.0,4.0,24.0,7.0,29.0,97.0,20.0,2726.0,1010.0,1716.0,80.0,1544.0,,58.0,2.0,39.0,7.54,2726.0,194.0,0.0,28.0,296.0,37.0,,,,,,,,,,,,,,,,48.0,79.0,723.0,1050.0,4050.0,464.0,4393.0,1353.0,106.0,12.0,53.0,0.0
t3022901,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022902,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022902,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3022902,2018,1644.0,42.0,51.0,49.0,94.0,1.0,0.0,1.0,74.0,2.0,3.0,108173.0,147078.0,79.0,10.0,847.0,37.0,6.0,23.0,7.0,27.0,98.0,24.0,658.0,610.0,48.0,82.0,112.0,,,,100.0,7.81,658.0,18.0,15.0,4.0,10.0,14.0,,,,,,,,,,,,,,,,2.0,19.0,89.0,203.0,1512.0,68.0,1568.0,867.0,8.0,0.0,0.0,0.0
t3022902,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023000,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023000,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023000,2018,4718.0,32.0,52.0,48.0,75.0,15.0,7.0,1.0,78.0,3.0,8.0,70130.0,77138.0,47.0,28.0,1828.0,32.0,1.0,18.0,8.0,41.0,99.0,21.0,2418.0,982.0,1436.0,79.0,961.0,,44.0,17.0,38.0,6.66,2418.0,104.0,0.0,124.0,162.0,102.0,14.0,36.0,,,,,,,,,,,,,,28.0,73.0,690.0,455.0,3901.0,348.0,4340.0,1225.0,59.0,59.0,0.0,0.0
t3023000,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023100,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023100,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023100,2018,1888.0,41.0,50.0,50.0,90.0,0.0,6.0,1.0,72.0,3.0,5.0,151080.0,216645.0,83.0,0.0,949.0,38.0,8.0,20.0,10.0,24.0,98.0,23.0,630.0,595.0,35.0,81.0,11.0,,,,100.0,8.2,630.0,56.0,0.0,13.0,9.0,0.0,,,,,,,,,,,,,,,,-1.0,31.0,79.0,202.0,1771.0,23.0,1865.0,1605.0,0.0,0.0,0.0,0.0
t3023100,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023200,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023200,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023200,2018,6153.0,31.0,49.0,51.0,54.0,18.0,21.0,5.0,75.0,2.0,10.0,60341.0,77616.0,61.0,29.0,2405.0,54.0,13.0,10.0,4.0,19.0,98.0,23.0,2835.0,548.0,2287.0,77.0,5202.0,1.0,62.0,7.0,28.0,5.13,2835.0,79.0,0.0,145.0,281.0,86.0,38.0,50.0,,,,,,,,,,,,,,168.0,88.0,1141.0,585.0,4730.0,482.0,5522.0,989.0,246.0,107.0,139.0,0.0
t3023200,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023300,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023300,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023300,2018,5884.0,35.0,51.0,49.0,76.0,19.0,2.0,0.0,76.0,2.0,6.0,53113.0,64454.0,66.0,23.0,1554.0,40.0,10.0,22.0,7.0,21.0,95.0,21.0,2760.0,1078.0,1682.0,79.0,5716.0,3.0,45.0,10.0,40.0,5.48,2760.0,91.0,15.0,374.0,436.0,104.0,11.0,64.0,,,,,,,,,,,,,,330.0,129.0,1435.0,1013.0,3905.0,876.0,4946.0,849.0,331.0,173.0,135.0,0.0
t3023300,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023400,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023400,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3023400,2018,6263.0,34.0,49.0,51.0,59.0,26.0,3.0,7.0,61.0,6.0,17.0,49569.0,69532.0,74.0,18.0,1341.0,38.0,3.0,12.0,10.0,38.0,91.0,18.0,2824.0,1239.0,1585.0,77.0,6376.0,0.0,68.0,9.0,21.0,4.84,2824.0,249.0,0.0,279.0,284.0,449.0,21.0,43.0,,,,,,,,,,,,,,108.0,73.0,1846.0,963.0,3573.0,913.0,5159.0,1109.0,296.0,85.0,197.0,0.0
t3023400,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023501,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023501,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023501,2018,3865.0,44.0,49.0,51.0,92.0,1.0,4.0,0.0,63.0,2.0,5.0,71522.0,127210.0,71.0,11.0,1693.0,31.0,9.0,24.0,12.0,25.0,99.0,21.0,1794.0,1095.0,699.0,82.0,924.0,,26.0,,73.0,7.74,1794.0,108.0,25.0,65.0,126.0,0.0,10.0,30.0,,,,,,,,,,,,,,36.0,25.0,417.0,916.0,3354.0,381.0,3447.0,1307.0,55.0,55.0,0.0,0.0
t3023501,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023502,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023502,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023502,2018,5670.0,47.0,47.0,53.0,95.0,1.0,2.0,0.0,65.0,1.0,5.0,110185.0,180944.0,70.0,9.0,3169.0,36.0,9.0,20.0,12.0,23.0,98.0,21.0,2512.0,2036.0,476.0,85.0,296.0,,,,100.0,8.7,2512.0,76.0,0.0,4.0,39.0,48.0,,,,,,,,,,,,,,,,-1.0,130.0,631.0,1247.0,4923.0,256.0,5313.0,1226.0,31.0,31.0,0.0,0.0
t3023502,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023600,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023600,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023600,2018,3796.0,45.0,49.0,51.0,95.0,0.0,3.0,0.0,64.0,2.0,2.0,235556.0,359057.0,81.0,6.0,2154.0,44.0,5.0,22.0,7.0,21.0,99.0,20.0,1337.0,1232.0,105.0,86.0,,,,,,9.12,1337.0,52.0,0.0,12.0,15.0,12.0,,,,,,,,,,,,,,,,-1.0,11.0,139.0,608.0,3618.0,149.0,3647.0,1201.0,0.0,0.0,0.0,0.0
t3023600,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023700,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023700,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023700,2018,4952.0,45.0,47.0,53.0,91.0,1.0,5.0,0.0,64.0,2.0,2.0,111167.0,171024.0,85.0,2.0,2321.0,36.0,8.0,21.0,8.0,27.0,100.0,22.0,1887.0,1724.0,163.0,84.0,122.0,,,,100.0,8.5,1887.0,103.0,26.0,51.0,53.0,53.0,,,,,,,,,,,,,,,,1.0,137.0,263.0,963.0,4672.0,203.0,4735.0,1821.0,0.0,0.0,0.0,0.0
t3023700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023801,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023801,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023801,2018,5407.0,39.0,51.0,49.0,93.0,2.0,3.0,0.0,67.0,2.0,5.0,128542.0,180251.0,74.0,10.0,2460.0,36.0,7.0,22.0,11.0,23.0,99.0,18.0,1942.0,1670.0,272.0,84.0,510.0,,41.0,,58.0,8.39,1942.0,110.0,28.0,8.0,20.0,0.0,,,,,,,,,,,,,,,,7.0,84.0,386.0,718.0,4860.0,330.0,5025.0,1204.0,43.0,43.0,0.0,0.0
t3023801,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023802,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023802,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023802,2018,2818.0,36.0,45.0,56.0,80.0,3.0,10.0,4.0,71.0,3.0,7.0,89013.0,125052.0,74.0,12.0,1288.0,31.0,10.0,22.0,11.0,25.0,97.0,22.0,1079.0,861.0,218.0,88.0,484.0,,63.0,,36.0,8.22,1079.0,106.0,0.0,22.0,17.0,5.0,,,,,,,,,,,,,,,,6.0,42.0,337.0,395.0,2342.0,90.0,2704.0,1471.0,17.0,10.0,7.0,0.0
t3023802,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023901,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023901,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023901,2018,3660.0,44.0,50.0,50.0,96.0,0.0,3.0,0.0,68.0,2.0,2.0,125229.0,145642.0,75.0,10.0,1732.0,35.0,7.0,20.0,13.0,26.0,99.0,22.0,1289.0,1216.0,73.0,87.0,71.0,,,,100.0,8.45,1289.0,82.0,0.0,3.0,21.0,0.0,,,,,,,,,,,,,,,,-1.0,33.0,213.0,563.0,3365.0,322.0,3330.0,1208.0,23.0,7.0,0.0,0.0
t3023901,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023902,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023902,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023902,2018,2087.0,46.0,51.0,49.0,84.0,8.0,5.0,0.0,55.0,3.0,3.0,186042.0,262915.0,80.0,11.0,1153.0,32.0,11.0,24.0,9.0,24.0,100.0,22.0,675.0,648.0,27.0,85.0,,,,,,8.84,675.0,19.0,26.0,27.0,10.0,5.0,,,,,,,,,,,,,,,,-1.0,23.0,110.0,434.0,1941.0,16.0,2035.0,2125.0,5.0,5.0,0.0,0.0
t3023902,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023903,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023903,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3023903,2018,3249.0,54.0,49.0,51.0,81.0,5.0,8.0,0.0,50.0,3.0,5.0,101306.0,164724.0,73.0,10.0,1850.0,34.0,10.0,21.0,16.0,20.0,99.0,20.0,1522.0,1255.0,267.0,84.0,869.0,,41.0,,58.0,8.69,1522.0,53.0,0.0,32.0,35.0,25.0,,,,,,,,,,,,,,,,26.0,77.0,460.0,1184.0,2682.0,206.0,3026.0,1086.0,37.0,37.0,0.0,0.0
t3023903,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024003,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024003,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024003,2018,5134.0,37.0,46.0,54.0,62.0,1.0,27.0,8.0,66.0,4.0,6.0,90441.0,127776.0,70.0,12.0,2590.0,49.0,6.0,11.0,10.0,25.0,92.0,20.0,2125.0,971.0,1154.0,82.0,1343.0,,53.0,15.0,31.0,7.09,2125.0,133.0,10.0,210.0,209.0,360.0,,,,,,,,,,,,,,,,26.0,32.0,269.0,620.0,4400.0,293.0,4836.0,1182.0,81.0,47.0,0.0,34.0
t3024003,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024004,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024004,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024004,2018,4231.0,60.0,43.0,57.0,73.0,8.0,14.0,4.0,44.0,2.0,13.0,46937.0,63819.0,53.0,17.0,1958.0,38.0,10.0,13.0,15.0,24.0,95.0,24.0,2605.0,1131.0,1474.0,81.0,3730.0,11.0,35.0,4.0,48.0,6.41,2605.0,101.0,0.0,160.0,481.0,196.0,15.0,40.0,,,,,,,,,,,,,,432.0,119.0,631.0,1887.0,3218.0,862.0,3324.0,1306.0,128.0,128.0,0.0,0.0
t3024004,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024005,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024005,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024005,2018,2272.0,50.0,40.0,60.0,83.0,3.0,8.0,2.0,64.0,1.0,5.0,56554.0,100116.0,40.0,15.0,1069.0,31.0,1.0,19.0,11.0,38.0,100.0,24.0,1425.0,495.0,930.0,79.0,675.0,,36.0,,63.0,6.74,1425.0,11.0,0.0,44.0,296.0,9.0,10.0,70.0,,,,,,,,,,,,,,41.0,37.0,362.0,686.0,1733.0,467.0,1644.0,1299.0,32.0,32.0,0.0,0.0
t3024005,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024006,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024006,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024006,2018,2107.0,48.0,47.0,53.0,90.0,4.0,3.0,2.0,60.0,3.0,1.0,133281.0,171747.0,81.0,9.0,1071.0,35.0,7.0,18.0,14.0,26.0,99.0,19.0,841.0,676.0,165.0,,,,,,,,841.0,26.0,0.0,5.0,32.0,0.0,,,,,,,,,,,,,,,,-1.0,64.0,113.0,513.0,1952.0,101.0,1992.0,1973.0,16.0,0.0,16.0,0.0
t3024006,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024100,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024100,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024100,2018,3316.0,38.0,50.0,50.0,78.0,8.0,3.0,3.0,77.0,2.0,3.0,75141.0,81986.0,61.0,24.0,1168.0,27.0,10.0,24.0,7.0,31.0,98.0,22.0,1405.0,1026.0,379.0,82.0,1020.0,2.0,38.0,7.0,51.0,6.08,1405.0,82.0,0.0,82.0,89.0,37.0,,,,,,,,,,,,,,,,57.0,47.0,262.0,532.0,2934.0,182.0,3082.0,911.0,76.0,49.0,21.0,0.0
t3024100,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024200,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024200,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024200,2018,2990.0,41.0,53.0,47.0,89.0,5.0,0.0,0.0,73.0,3.0,5.0,84925.0,94220.0,59.0,27.0,1072.0,36.0,9.0,16.0,13.0,27.0,97.0,21.0,1267.0,1062.0,205.0,81.0,705.0,,25.0,26.0,47.0,7.01,1267.0,64.0,0.0,43.0,50.0,35.0,,,,,,,,,,,,,,,,2.0,9.0,293.0,414.0,2555.0,157.0,2821.0,1219.0,26.0,15.0,11.0,0.0
t3024200,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024300,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024300,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024300,2018,4829.0,29.0,52.0,48.0,66.0,8.0,16.0,7.0,78.0,4.0,8.0,55295.0,72933.0,64.0,16.0,1531.0,41.0,8.0,15.0,4.0,32.0,93.0,19.0,2270.0,694.0,1576.0,80.0,984.0,,49.0,4.0,45.0,5.48,2270.0,78.0,0.0,386.0,335.0,345.0,13.0,69.0,,,,,,,,,,,,,,7.0,98.0,388.0,397.0,4085.0,337.0,4476.0,813.0,81.0,56.0,17.0,0.0
t3024300,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024400,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024400,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024400,2018,4007.0,55.0,42.0,58.0,73.0,15.0,4.0,6.0,51.0,4.0,14.0,36692.0,54815.0,56.0,31.0,1348.0,35.0,7.0,14.0,24.0,21.0,92.0,24.0,2361.0,1126.0,1235.0,83.0,3115.0,9.0,31.0,17.0,41.0,6.12,2361.0,89.0,0.0,357.0,544.0,61.0,,,,,,,,,,,,,,,,75.0,252.0,795.0,1660.0,2727.0,993.0,2974.0,1243.0,236.0,115.0,121.0,0.0
t3024400,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024500,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024500,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024500,2018,2285.0,44.0,50.0,51.0,82.0,1.0,13.0,1.0,70.0,4.0,4.0,78654.0,86752.0,64.0,26.0,673.0,31.0,5.0,23.0,8.0,34.0,98.0,23.0,851.0,759.0,92.0,84.0,774.0,14.0,17.0,23.0,44.0,6.3,851.0,27.0,0.0,119.0,17.0,37.0,,,,,,,,,,,,,,,,2.0,42.0,281.0,392.0,1864.0,160.0,2054.0,1231.0,23.0,11.0,4.0,8.0
t3024500,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024600,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024600,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024600,2018,3985.0,35.0,46.0,54.0,68.0,12.0,3.0,14.0,74.0,5.0,6.0,52907.0,72568.0,79.0,15.0,1016.0,27.0,6.0,25.0,11.0,31.0,87.0,22.0,1785.0,891.0,894.0,82.0,2645.0,3.0,51.0,12.0,31.0,5.86,1785.0,8.0,64.0,244.0,233.0,193.0,13.0,38.0,,,,,,,,,,,,,,50.0,109.0,821.0,518.0,2582.0,537.0,3440.0,780.0,167.0,37.0,93.0,8.0
t3024600,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024700,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024700,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024700,2018,3188.0,37.0,52.0,48.0,76.0,9.0,4.0,7.0,69.0,2.0,5.0,69273.0,80113.0,58.0,22.0,959.0,30.0,9.0,22.0,9.0,30.0,93.0,23.0,1223.0,1031.0,192.0,80.0,1393.0,,30.0,22.0,46.0,5.53,1223.0,85.0,28.0,183.0,50.0,109.0,,,,,,,,,,,,,,,,5.0,97.0,623.0,633.0,2254.0,428.0,2690.0,757.0,98.0,63.0,24.0,11.0
t3024700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024801,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
